,Unnamed: 0,Datetime,Tweet Id,Text,Username
110,110,2019-09-20 17:05:39+00:00,1175093678081134593,Fadholi Sudah baca semua pasal RUU KUHP mbak,titananrch
111,111,2019-09-20 17:04:33+00:00,1175093401089269761,Sudahlah tersangka langsung aja ditetapkan sebagai terpidana Tidak perlu lg ada proses peradilan Advokat sudah tidak perlu lg ada Buka warung trus jualan Dari sekian penegak hukum cuma advokat yg selalu termarjinalkan RUU KUHP konyol,sulthan_myus
112,112,2019-09-20 17:01:18+00:00,1175092580486303744,gm Terima ksih pak jokowi Telah menunda pngesahan KUHP dan mengizinkan revisi KPK,SakaTrengganaS
113,113,2019-09-20 16:54:20+00:00,1175090831218229249,Cinta penjajah palalu meletak hah Masalahnya pasal yg kalian ajukan itu karet dan rancu semua kalo gak mau di batalin yaa revisi yg bener RUU KUHP nya,anggaralinggar
114,114,2019-09-20 16:54:06+00:00,1175090771050913792,dasco Raja nya Ragu Linglung KUHP Takut dia Karna Banyak Cebong Berkata di seblah kiri seblah mata mengadu Ke Raja nya jdi Raja Bingung Takut Terjebak Ke Kolam Yg besar Musuh Dalm Selimut Kritisi Sya Si Pak,ami_asmawi15
116,116,2019-09-20 16:51:03+00:00,1175090001828167680,Pndj biar yang baru punya catatan historis ya baru dilantik udah bisa menghasilkan kuhp pribumi hmm pemikiran yang bijak,denyspam
117,117,2019-09-20 16:48:13+00:00,1175089288603738113,Hadeh ga ngerti lagi hal kaya gini dibahas di RUU KUHP Pembuktiannya aja susah ga ngebayangin gimana implementasinya Lama lama jadi negara per dukun an,chocomaltcoffee
118,118,2019-09-20 16:48:07+00:00,1175089264326918144,Lalu apa yang membuktikan para perancang ini serius merumuskan KUHP Risalah prosesnya apa Jangan jangan perumusan RKUHP yang memang sporadis dan tak mendasar TolakRKUHP,hafizahimsa
119,119,2019-09-20 16:43:14+00:00,1175088034078871553,Jika RUU KUHP tidak jadi di sahkan its totally not special at all biasa Dan seharusnya tidak ada kejadian seperti ini Buang2 waktu,JauhariBill
120,120,2019-09-20 16:41:38+00:00,1175087633229176832,Ak sih curiga KUHP nya dibuat ngawur buat pengalihan isu karena pada akhirnya pasti dibatalkan,adhianaa
121,121,2019-09-20 16:39:44+00:00,1175087157024718849,RUU KUHP Teros,adienelfan
